Region;Year;Professional groups;Age Group;Total ;Women;Men;Gender Pay Gap;;;;;;;;
Zurich;2018;Service professions and salespersons;>= 50;5 313;4 979;6 381;1 402;;;;;;;;
Zurich;2018;Occupations in the field of personal services;>= 50;5 249;4 937;5 739; 802;;;;;;;;
Zurich;2018;Sales staff;>= 50;4 907;4 727;7 504;2 777;;;;;;;;
Zurich;2018;Caring professions;>= 50;5 946;5 881;6 294; 413;;;;;;;;
Zurich;2018;Protection and security workers;>= 50;6 840;6 678;7 090; 412;;;;;;;;
Zurich;2018;Skilled workers in agriculture, forestry and fishing;>= 50;5 965;*;5 965;#WERT!;;;;;;;;
Zurich;2018;Skilled workers in agriculture;>= 50;5 912;*;5 943;#WERT!;;;;;;;;
Zurich;2018;Craft and related trades;>= 50;6 634;5 139;6 717;1 578;;;;;;;;
Zurich;2018;Construction and finishing workers and related occupations, excl. Electricians;>= 50;6 474;5 236;6 541;1 305;;;;;;;;
Zurich;2018;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;>= 50;6 927;5 155;6 947;1 792;;;;;;;;
Zurich;2018;Precision craftsmen and women, printers and artisans;>= 50;6 995;6 348;7 042; 694;;;;;;;;
Zurich;2018;Electricians and electronics technicians;>= 50;7 366;*;7 367;#WERT!;;;;;;;;
Zurich;2018;Food processing, clothing production and related skilled trades;>= 50;5 914;4 742;6 149;1 407;;;;;;;;
Zurich;2018;Operating plant and machinery and assembly occupations;>= 50;6 140;5 248;6 246; 998;;;;;;;;
Zurich;2018;Operating stationary plant and machinery;>= 50;6 012;4 816;6 366;1 550;;;;;;;;
Zurich;2018;Assembly occupations;>= 50;6 529;5 312;6 687;1 375;;;;;;;;
Zurich;2018;Driving vehicles and operating mobile equipment;>= 50;6 087;6 645;6 040;- 605;;;;;;;;
Zurich;2018;Auxiliary workers;>= 50;5 287;4 475;6 018;1 543;;;;;;;;
Zurich;2018;Cleaning staff and unskilled workers;>= 50;4 214;4 113;4 540; 427;;;;;;;;
Zurich;2018;Auxiliary workers in mining, construction, production of goods and transportation;>= 50;5 740;4 859;6 034;1 175;;;;;;;;
Zurich;2016;Total ;total ;6 869  ;6 191  ;7 406  ;1 215;;;;;;;;
Zurich;2016;Executives;total ;9 834  ;8 282  ;10 618  ;2 336;;;;;;;;
Zurich;2016;Managing directors, board members, senior administrative staff and legislative bodies;total ;10 838  ;9 000  ;11 505  ;2 505;;;;;;;;
Zurich;2016;Managers in the commercial sector;total ;10 557  ;9 173  ;11 230  ;2 057;;;;;;;;
Zurich;2016;Managers in production and specialized services;total ;9 840  ;9 079  ;10 309  ;1 230;;;;;;;;
Zurich;2016;Managers in hotels, restaurants, retail and other services services;total ;5 049  ;4 860  ;5 657  ; 797;;;;;;;;
Zurich;2016;Intellectual and scientific professions;total ;8 736  ;8 182  ;9 243  ;1 061;;;;;;;;
Zurich;2016;Scientists, mathematicians and engineers;total ;8 090  ;6 660  ;8 553  ;1 893;;;;;;;;
Zurich;2016;Specialists in health professions;total ;8 222  ;7 742  ;9 782  ;2 040;;;;;;;;
Zurich;2016;Teachers;total ;10 057  ;9 543  ;10 822  ;1 279;;;;;;;;
Zurich;2016;Business economists and similar specialists;total ;7 780  ;7 224  ;8 333  ;1 109;;;;;;;;
Zurich;2016;Specialists in information and communication technology;total ;9 522  ;8 196  ;9 646  ;1 450;;;;;;;;
Zurich;2016;Lawyers, social scientists and cultural professions;total ;8 876  ;8 438  ;9 366  ; 928;;;;;;;;
Zurich;2016;Technicians and equivalent non-technical professions;total ;7 048  ;6 635  ;7 486  ; 851;;;;;;;;
Zurich;2016;Engineering and comparable specialists;total ;7 257  ;6 385  ;7 397  ;1 012;;;;;;;;
Zurich;2016;Assistant professions in the healthcare sector;total ;6 873  ;6 837  ;7 037  ; 200;;;;;;;;
Zurich;2016;Business management and commercial specialists and administrative specialists;total ;7 059  ;6 701  ;7 840  ;1 139;;;;;;;;
Zurich;2016;Legal, social, cultural and related professionals;total ;6 760  ;6 795  ;6 723  ;- 72;;;;;;;;
Zurich;2016;Information and communication technicians;total ;7 421  ;6 703  ;7 664  ; 961;;;;;;;;
Zurich;2016;Office workers and related professions;total ;6 033  ;6 184  ;5 823  ;- 361;;;;;;;;
Zurich;2016;General office and secretarial staff;total ;6 510  ;6 438  ;7 090  ; 652;;;;;;;;
Zurich;2016;Office staff with customer contact;total ;5 343  ;5 409  ;5 135  ;- 274;;;;;;;;
Zurich;2016;Office staff in finance and accounting, statistics and materials management;total ;5 517  ;5 375 ;5 542  ;#WERT!;;;;;;;;
Zurich;2016;Other office workers and related occupations;total ;6 625  ;6 499  ;6 932  ; 433;;;;;;;;
Zurich;2016;Service professions and salespersons;total ;4 893  ;4 708  ;5 489  ; 781;;;;;;;;
Zurich;2016;Occupations in the field of personal services;total ;4 608  ;4 488  ;4 755  ; 267;;;;;;;;
Zurich;2016;Sales staff;total ;4 714  ;4 565  ;5 632  ;1 067;;;;;;;;
Zurich;2016;Caring professions;total ;5 480  ;5 460  ;5 612  ; 152;;;;;;;;
Zurich;2016;Protection and security workers;total ;7 410  ;6 848  ;7 669  ; 821;;;;;;;;
Zurich;2016;Skilled workers in agriculture, forestry and fishing;total ;5 088  ;*  ;5 147  ;#WERT!;;;;;;;;
Zurich;2016;Skilled workers in agriculture;total ;5 067  ;*  ;5 088  ;#WERT!;;;;;;;;
Zurich;2016;Craft and related trades;total ;6 006  ;5 193  ;6 077  ; 884;;;;;;;;
Zurich;2016;Construction and finishing workers and related occupations, excl. Electricians;total ;6 011  ;4 752 ;6 058  ;#WERT!;;;;;;;;
Zurich;2016;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;total ;6 218  ;6 429  ;6 179  ;- 250;;;;;;;;
Zurich;2016;Precision craftsmen and women, printers and artisans;total ;6 004  ;5 300 ;6 344  ;#WERT!;;;;;;;;
Zurich;2016;Electricians and electronics technicians;total ;6 108  ;5 358  ;6 124  ; 766;;;;;;;;
Zurich;2016;Food processing, clothing production and related skilled trades;total ;5 281  ;4 429  ;5 582  ;1 153;;;;;;;;
Zurich;2016;Operating plant and machinery and assembly occupations;total ;5 750  ;4 908  ;5 900  ; 992;;;;;;;;
Zurich;2016;Operating stationary plant and machinery;total ;5 648  ;4 704  ;6 019  ;1 315;;;;;;;;
Zurich;2016;Assembly occupations;total ;6 000  ;4 907  ;6 130  ;1 223;;;;;;;;
Zurich;2016;Driving vehicles and operating mobile equipment;total ;5 729  ;6 211  ;5 723  ;- 488;;;;;;;;
Zurich;2016;Auxiliary workers;total ;4 758  ;4 171  ;5 329  ;1 158;;;;;;;;
Zurich;2016;Cleaning staff and unskilled workers;total ;3 935  ;3 853  ;4 310  ; 457;;;;;;;;
Zurich;2016;Auxiliary workers in mining, construction, production of goods and transportation;total ;5 395  ;4 486  ;5 595  ;1 109;;;;;;;;
Zurich;2016;Total ;<= 29;5 224  ;5 073  ;5 378  ; 305;;;;;;;;
Zurich;2016;Executives;<= 29;6 384 ;5 714 ;6 843  ;#WERT!;;;;;;;;
Zurich;2016;Managing directors, board members, senior administrative staff and legislative bodies;<= 29;8 060  ;6 731  ;8 534  ;1 803;;;;;;;;
Zurich;2016;Managers in the commercial sector;<= 29;7 082  ;6 847  ;7 167  ; 320;;;;;;;;
Zurich;2016;Managers in production and specialized services;<= 29;6 531  ;6 157  ;6 664  ; 507;;;;;;;;
Zurich;2016;Managers in hotels, restaurants, retail and other services services;<= 29;4 707  ;4 650  ;4 808  ; 158;;;;;;;;
Zurich;2016;Intellectual and scientific professions;<= 29;6 626  ;6 606  ;6 655  ; 49;;;;;;;;
Zurich;2016;Scientists, mathematicians and engineers;<= 29;6 165  ;5 785  ;6 457  ; 672;;;;;;;;
Zurich;2016;Specialists in health professions;<= 29;6 710  ;6 640  ;6 889  ; 249;;;;;;;;
Zurich;2016;Teachers;<= 29;7 163  ;7 570  ;6 530  ;-1 040;;;;;;;;
Zurich;2016;Business economists and similar specialists;<= 29;6 250  ;6 146  ;6 351  ; 205;;;;;;;;
Zurich;2016;Specialists in information and communication technology;<= 29;6 905  ;6 333  ;7 009  ; 676;;;;;;;;
Zurich;2016;Lawyers, social scientists and cultural professions;<= 29;6 905  ;6 948  ;6 655  ;- 293;;;;;;;;
Zurich;2016;Technicians and equivalent non-technical professions;<= 29;5 487  ;5 378  ;5 607  ; 229;;;;;;;;
Zurich;2016;Engineering and comparable specialists;<= 29;5 647  ;5 299  ;5 755  ; 456;;;;;;;;
Zurich;2016;Assistant professions in the healthcare sector;<= 29;5 675  ;5 685  ;5 600 ;#WERT!;;;;;;;;
Zurich;2016;Business management and commercial specialists and administrative specialists;<= 29;5 421  ;5 414  ;5 450  ; 36;;;;;;;;
Zurich;2016;Legal, social, cultural and related professionals;<= 29;5 220  ;5 358  ;5 158  ;- 200;;;;;;;;
Zurich;2016;Information and communication technicians;<= 29;5 593  ;5 504  ;5 633  ; 129;;;;;;;;
Zurich;2016;Office workers and related professions;<= 29;4 946  ;5 045  ;4 790  ;- 255;;;;;;;;
Zurich;2016;General office and secretarial staff;<= 29;5 187  ;5 156  ;5 261  ; 105;;;;;;;;
Zurich;2016;Office staff with customer contact;<= 29;4 546  ;4 566  ;4 511  ;- 55;;;;;;;;
Zurich;2016;Office staff in finance and accounting, statistics and materials management;<= 29;4 667  ;4 703  ;4 650  ;- 53;;;;;;;;
Zurich;2016;Other office workers and related occupations;<= 29;5 776  ;5 802  ;*  ;#WERT!;;;;;;;;
Zurich;2016;Service professions and salespersons;<= 29;4 475  ;4 408  ;4 608  ; 200;;;;;;;;
Zurich;2016;Occupations in the field of personal services;<= 29;4 237  ;4 157  ;4 384  ; 227;;;;;;;;
Zurich;2016;Sales staff;<= 29;4 396  ;4 360  ;4 556  ; 196;;;;;;;;
Zurich;2016;Caring professions;<= 29;5 001  ;4 959  ;5 195  ; 236;;;;;;;;
Zurich;2016;Protection and security workers;<= 29;6 543  ;6 710  ;6 337  ;- 373;;;;;;;;
Zurich;2016;Skilled workers in agriculture, forestry and fishing;<= 29;4 806  ;*  ;4 806  ;#WERT!;;;;;;;;
Zurich;2016;Skilled workers in agriculture;<= 29;4 806  ;*  ;4 790  ;#WERT!;;;;;;;;
Zurich;2016;Craft and related trades;<= 29;5 060  ;4 674  ;5 091  ; 417;;;;;;;;
Zurich;2016;Construction and finishing workers and related occupations, excl. Electricians;<= 29;5 198  ;4 476  ;5 224  ; 748;;;;;;;;
Zurich;2016;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;<= 29;5 053  ;6 259  ;4 978  ;-1 281;;;;;;;;
Zurich;2016;Precision craftsmen and women, printers and artisans;<= 29;5 050  ;4 849  ;5 091  ; 242;;;;;;;;
Zurich;2016;Electricians and electronics technicians;<= 29;5 278  ;*  ;5 278  ;#WERT!;;;;;;;;
Zurich;2016;Food processing, clothing production and related skilled trades;<= 29;4 436  ;3 953  ;4 685  ; 732;;;;;;;;
Zurich;2016;Operating plant and machinery and assembly occupations;<= 29;5 030  ;4 601  ;5 089  ; 488;;;;;;;;
Zurich;2016;Operating stationary plant and machinery;<= 29;4 953  ;4 361  ;5 185  ; 824;;;;;;;;
Zurich;2016;Assembly occupations;<= 29;5 158  ;*  ;5 182  ;#WERT!;;;;;;;;
Zurich;2016;Driving vehicles and operating mobile equipment;<= 29;4 891  ;*  ;4 867  ;#WERT!;;;;;;;;
Zurich;2016;Auxiliary workers;<= 29;4 570  ;4 127  ;4 798  ; 671;;;;;;;;
Zurich;2016;Cleaning staff and unskilled workers;<= 29;3 835  ;3 671  ;4 099  ; 428;;;;;;;;
Zurich;2016;Auxiliary workers in mining, construction, production of goods and transportation;<= 29;5 007  ;3 976  ;5 130  ;1 154;;;;;;;;
Zurich;2016;Total ;30 - 49;7 275  ;6 656  ;7 753  ;1 097;;;;;;;;
Zurich;2016;Executives;30 - 49;9 765  ;8 607  ;10 394  ;1 787;;;;;;;;
Zurich;2016;Managing directors, board members, senior administrative staff and legislative bodies;30 - 49;10 290  ;9 051  ;10 899  ;1 848;;;;;;;;
Zurich;2016;Managers in the commercial sector;30 - 49;10 634  ;9 441  ;11 139  ;1 698;;;;;;;;
Zurich;2016;Managers in production and specialized services;30 - 49;9 552  ;8 876  ;9 757  ; 881;;;;;;;;
Zurich;2016;Managers in hotels, restaurants, retail and other services services;30 - 49;5 150  ;4 911  ;5 777  ; 866;;;;;;;;
Zurich;2016;Intellectual and scientific professions;30 - 49;8 895  ;8 370  ;9 319  ; 949;;;;;;;;
Zurich;2016;Scientists, mathematicians and engineers;30 - 49;8 078  ;6 910  ;8 390  ;1 480;;;;;;;;
Zurich;2016;Specialists in health professions;30 - 49;8 473  ;8 106  ;9 628  ;1 522;;;;;;;;
Zurich;2016;Teachers;30 - 49;9 484  ;9 191  ;10 031  ; 840;;;;;;;;
Zurich;2016;Business economists and similar specialists;30 - 49;8 669  ;7 889  ;9 474  ;1 585;;;;;;;;
Zurich;2016;Specialists in information and communication technology;30 - 49;9 575  ;8 506  ;9 683  ;1 177;;;;;;;;
Zurich;2016;Lawyers, social scientists and cultural professions;30 - 49;8 844  ;8 554  ;9 151  ; 597;;;;;;;;
Zurich;2016;Technicians and equivalent non-technical professions;30 - 49;7 257  ;6 887  ;7 582  ; 695;;;;;;;;
Zurich;2016;Engineering and comparable specialists;30 - 49;7 338  ;6 715  ;7 409  ; 694;;;;;;;;
Zurich;2016;Assistant professions in the healthcare sector;30 - 49;7 172  ;7 150  ;7 266  ; 116;;;;;;;;
Zurich;2016;Business management and commercial specialists and administrative specialists;30 - 49;7 414  ;6 971  ;8 189  ;1 218;;;;;;;;
Zurich;2016;Legal, social, cultural and related professionals;30 - 49;6 942  ;6 932  ;6 978  ; 46;;;;;;;;
Zurich;2016;Information and communication technicians;30 - 49;7 442  ;7 051  ;7 520  ; 469;;;;;;;;
Zurich;2016;Office workers and related professions;30 - 49;6 086  ;6 263  ;5 843  ;- 420;;;;;;;;
Zurich;2016;General office and secretarial staff;30 - 49;6 626  ;6 479  ;7 315  ; 836;;;;;;;;
Zurich;2016;Office staff with customer contact;30 - 49;5 524  ;5 560  ;5 368  ;- 192;;;;;;;;
Zurich;2016;Office staff in finance and accounting, statistics and materials management;30 - 49;5 461  ;5 461 ;5 463  ;#WERT!;;;;;;;;
Zurich;2016;Other office workers and related occupations;30 - 49;6 661  ;6 609  ;6 813  ; 204;;;;;;;;
Zurich;2016;Service professions and salespersons;30 - 49;5 034  ;4 786  ;5 681  ; 895;;;;;;;;
Zurich;2016;Occupations in the field of personal services;30 - 49;4 651  ;4 554  ;4 766  ; 212;;;;;;;;
Zurich;2016;Sales staff;30 - 49;4 872  ;4 647  ;6 128  ;1 481;;;;;;;;
Zurich;2016;Caring professions;30 - 49;5 630  ;5 610  ;5 693  ; 83;;;;;;;;
Zurich;2016;Protection and security workers;30 - 49;7 737  ;7 213  ;7 975  ; 762;;;;;;;;
Zurich;2016;Skilled workers in agriculture, forestry and fishing;30 - 49;5 468  ;*  ;5 624  ;#WERT!;;;;;;;;
Zurich;2016;Skilled workers in agriculture;30 - 49;5 458  ;*  ;5 560  ;#WERT!;;;;;;;;
Zurich;2016;Craft and related trades;30 - 49;6 162  ;5 261  ;6 198  ; 937;;;;;;;;
Zurich;2016;Construction and finishing workers and related occupations, excl. Electricians;30 - 49;6 114  ;4 443 ;6 151  ;#WERT!;;;;;;;;
Zurich;2016;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;30 - 49;6 410  ;6 638  ;6 390  ;- 248;;;;;;;;
Zurich;2016;Precision craftsmen and women, printers and artisans;30 - 49;6 374  ;5 624 ;6 553  ;#WERT!;;;;;;;;
Zurich;2016;Electricians and electronics technicians;30 - 49;6 509  ;*  ;6 521  ;#WERT!;;;;;;;;
Zurich;2016;Food processing, clothing production and related skilled trades;30 - 49;5 383  ;4 616  ;5 652  ;1 036;;;;;;;;
Zurich;2016;Operating plant and machinery and assembly occupations;30 - 49;5 708  ;4 817  ;5 841  ;1 024;;;;;;;;
Zurich;2016;Operating stationary plant and machinery;30 - 49;5 625  ;4 553  ;5 990  ;1 437;;;;;;;;
Zurich;2016;Assembly occupations;30 - 49;6 130  ;4 928  ;6 191  ;1 263;;;;;;;;
Zurich;2016;Driving vehicles and operating mobile equipment;30 - 49;5 626  ;6 080  ;5 608  ;- 472;;;;;;;;
Zurich;2016;Auxiliary workers;30 - 49;4 696  ;4 107  ;5 338  ;1 231;;;;;;;;
Zurich;2016;Cleaning staff and unskilled workers;30 - 49;3 880  ;3 819  ;4 310  ; 491;;;;;;;;
Zurich;2016;Auxiliary workers in mining, construction, production of goods and transportation;30 - 49;5 364  ;4 412  ;5 562  ;1 150;;;;;;;;
Zurich;2016;Total ;>= 50;7 728  ;6 762  ;8 575  ;1 813;;;;;;;;
Zurich;2016;Executives;>= 50;11 300  ;9 206  ;11 916  ;2 710;;;;;;;;
Zurich;2016;Managing directors, board members, senior administrative staff and legislative bodies;>= 50;12 232  ;9 579  ;13 011  ;3 432;;;;;;;;
Zurich;2016;Managers in the commercial sector;>= 50;12 099  ;10 641  ;12 612  ;1 971;;;;;;;;
Zurich;2016;Managers in production and specialized services;>= 50;10 879  ;9 729  ;11 413  ;1 684;;;;;;;;
Zurich;2016;Managers in hotels, restaurants, retail and other services services;>= 50;5 337  ;5 025  ;6 461  ;1 436;;;;;;;;
Zurich;2016;Intellectual and scientific professions;>= 50;10 567  ;9 966  ;10 862  ; 896;;;;;;;;
Zurich;2016;Scientists, mathematicians and engineers;>= 50;10 080  ;8 621  ;10 203  ;1 582;;;;;;;;
Zurich;2016;Specialists in health professions;>= 50;11 077  ;9 891  ;12 798  ;2 907;;;;;;;;
Zurich;2016;Teachers;>= 50;11 316  ;10 875  ;12 077  ;1 202;;;;;;;;
Zurich;2016;Business economists and similar specialists;>= 50;8 898  ;7 950  ;9 732  ;1 782;;;;;;;;
Zurich;2016;Specialists in information and communication technology;>= 50;10 623  ;9 542  ;10 710  ;1 168;;;;;;;;
Zurich;2016;Lawyers, social scientists and cultural professions;>= 50;9 639  ;9 030  ;10 066  ;1 036;;;;;;;;
Zurich;2016;Technicians and equivalent non-technical professions;>= 50;7 833  ;7 338  ;8 467  ;1 129;;;;;;;;
Zurich;2016;Engineering and comparable specialists;>= 50;8 034  ;6 795  ;8 137  ;1 342;;;;;;;;
Zurich;2016;Assistant professions in the healthcare sector;>= 50;7 624  ;7 636  ;7 550  ;- 86;;;;;;;;
Zurich;2016;Business management and commercial specialists and administrative specialists;>= 50;7 855  ;7 309  ;9 082  ;1 773;;;;;;;;
Zurich;2016;Legal, social, cultural and related professionals;>= 50;7 430  ;7 430  ;7 430  ; 0;;;;;;;;
Zurich;2016;Information and communication technicians;>= 50;8 350  ;7 266  ;8 726  ;1 460;;;;;;;;
Zurich;2016;Office workers and related professions;>= 50;6 600  ;6 680  ;6 458  ;- 222;;;;;;;;
Zurich;2016;General office and secretarial staff;>= 50;7 076  ;6 875  ;8 579  ;1 704;;;;;;;;
Zurich;2016;Office staff with customer contact;>= 50;6 063  ;6 018  ;6 431  ; 413;;;;;;;;
Zurich;2016;Office staff in finance and accounting, statistics and materials management;>= 50;6 062  ;5 849 ;6 073  ;#WERT!;;;;;;;;
Zurich;2016;Other office workers and related occupations;>= 50;7 289  ;7 253  ;7 365  ; 112;;;;;;;;
Zurich;2016;Service professions and salespersons;>= 50;5 332  ;4 940  ;6 678  ;1 738;;;;;;;;
Zurich;2016;Occupations in the field of personal services;>= 50;5 150  ;4 904  ;5 601  ; 697;;;;;;;;
Zurich;2016;Sales staff;>= 50;4 919  ;4 698  ;7 312  ;2 614;;;;;;;;
Zurich;2016;Caring professions;>= 50;5 880  ;5 863  ;5 957  ; 94;;;;;;;;
Zurich;2016;Protection and security workers;>= 50;8 196 ;6 008  ;8 698  ;2 690;;;;;;;;
Zurich;2016;Skilled workers in agriculture, forestry and fishing;>= 50;5 858 ;*  ;5 858 ;#WERT!;;;;;;;;
Zurich;2016;Skilled workers in agriculture;>= 50;5 834  ;*  ;5 834 ;#WERT!;;;;;;;;
Zurich;2016;Craft and related trades;>= 50;6 666  ;5 610  ;6 722  ;1 112;;;;;;;;
Zurich;2016;Construction and finishing workers and related occupations, excl. Electricians;>= 50;6 700  ;5 375  ;6 732  ;1 357;;;;;;;;
Zurich;2016;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;>= 50;6 808  ;6 689  ;6 816  ; 127;;;;;;;;
Zurich;2016;Precision craftsmen and women, printers and artisans;>= 50;6 499 ;5 720 ;6 653  ;#WERT!;;;;;;;;
Zurich;2016;Electricians and electronics technicians;>= 50;7 119  ;*  ;7 159  ;#WERT!;;;;;;;;
Zurich;2016;Food processing, clothing production and related skilled trades;>= 50;5 908  ;4 823  ;6 105  ;1 282;;;;;;;;
Zurich;2016;Operating plant and machinery and assembly occupations;>= 50;6 187  ;5 185  ;6 276  ;1 091;;;;;;;;
Zurich;2016;Operating stationary plant and machinery;>= 50;6 007  ;5 057  ;6 466  ;1 409;;;;;;;;
Zurich;2016;Assembly occupations;>= 50;6 393  ;4 896  ;6 649  ;1 753;;;;;;;;
Zurich;2016;Driving vehicles and operating mobile equipment;>= 50;6 172  ;6 968  ;6 146  ;- 822;;;;;;;;
Zurich;2016;Auxiliary workers;>= 50;5 024  ;4 356  ;5 777  ;1 421;;;;;;;;
Zurich;2016;Cleaning staff and unskilled workers;>= 50;4 129  ;4 025  ;4 551  ; 526;;;;;;;;
Zurich;2016;Auxiliary workers in mining, construction, production of goods and transportation;>= 50;5 716  ;4 742  ;6 018  ;1 276;;;;;;;;
Zurich;2014;Total ;total ;6 810  ;6 124  ;7 325  ;1 201;;;;;;;;
Zurich;2014;Executives;total ;9 702  ;8 094  ;10 650  ;2 556;;;;;;;;
Zurich;2014;Managing directors, board members, senior administrative staff and legislative bodies;total ;11 110  ;8 817  ;11 905  ;3 088;;;;;;;;
Zurich;2014;Managers in the commercial sector;total ;10 617  ;9 124  ;11 411  ;2 287;;;;;;;;
Zurich;2014;Managers in production and specialized services;total ;9 246  ;8 551  ;9 930  ;1 379;;;;;;;;
Zurich;2014;Managers in hotels, restaurants, retail and other services services;total ;5 038  ;4 855  ;5 868  ;1 013;;;;;;;;
Zurich;2014;Intellectual and scientific professions;total ;8 537  ;7 921  ;9 128  ;1 207;;;;;;;;
Zurich;2014;Scientists, mathematicians and engineers;total ;8 006  ;6 398  ;8 566  ;2 168;;;;;;;;
Zurich;2014;Specialists in health professions;total ;7 871  ;7 571  ;8 946  ;1 375;;;;;;;;
Zurich;2014;Teachers;total ;8 935  ;8 884  ;9 193  ; 309;;;;;;;;
Zurich;2014;Business economists and similar specialists;total ;7 856  ;6 982  ;8 711  ;1 729;;;;;;;;
Zurich;2014;Specialists in information and communication technology;total ;9 535  ;8 768  ;9 607  ; 839;;;;;;;;
Zurich;2014;Lawyers, social scientists and cultural professions;total ;8 604  ;8 173  ;9 226  ;1 053;;;;;;;;
Zurich;2014;Technicians and equivalent non-technical professions;total ;7 035  ;6 500  ;7 500  ;1 000;;;;;;;;
Zurich;2014;Engineering and comparable specialists;total ;7 160  ;6 168  ;7 292  ;1 124;;;;;;;;
Zurich;2014;Assistant professions in the healthcare sector;total ;6 812  ;6 703  ;7 367  ; 664;;;;;;;;
Zurich;2014;Business management and commercial specialists and administrative specialists;total ;7 120  ;6 655  ;8 024  ;1 369;;;;;;;;
Zurich;2014;Legal, social, cultural and related professionals;total ;6 514  ;6 287  ;6 714  ; 427;;;;;;;;
Zurich;2014;Information and communication technicians;total ;7 115  ;6 374  ;7 310  ; 936;;;;;;;;
Zurich;2014;Office workers and related professions;total ;5 844  ;6 051  ;5 547  ;- 504;;;;;;;;
Zurich;2014;General office and secretarial staff;total ;6 461  ;6 340  ;7 035  ; 695;;;;;;;;
Zurich;2014;Office staff with customer contact;total ;5 501  ;5 476  ;5 651  ; 175;;;;;;;;
Zurich;2014;Office staff in finance and accounting, statistics and materials management;total ;5 276  ;5 079  ;5 316  ; 237;;;;;;;;
Zurich;2014;Other office workers and related occupations;total ;3 631  ;3 733  ;3 480  ;- 253;;;;;;;;
Zurich;2014;Service professions and salespersons;total ;4 893  ;4 663  ;5 485  ; 822;;;;;;;;
Zurich;2014;Occupations in the field of personal services;total ;4 638  ;4 484  ;4 854  ; 370;;;;;;;;
Zurich;2014;Sales staff;total ;4 645  ;4 510  ;5 600  ;1 090;;;;;;;;
Zurich;2014;Caring professions;total ;5 360  ;5 324  ;5 576  ; 252;;;;;;;;
Zurich;2014;Protection and security workers;total ;6 465  ;5 959  ;6 668  ; 709;;;;;;;;
Zurich;2014;Skilled workers in agriculture, forestry and fishing;total ;5 159  ;4 639  ;5 325  ; 686;;;;;;;;
Zurich;2014;Skilled workers in agriculture;total ;5 127  ;4 639  ;5 262  ; 623;;;;;;;;
Zurich;2014;Craft and related trades;total ;5 973  ;4 722  ;6 047  ;1 325;;;;;;;;
Zurich;2014;Construction and finishing workers and related occupations, excl. Electricians;total ;6 036  ;4 407  ;6 061  ;1 654;;;;;;;;
Zurich;2014;Metalworkers, mechanics, polymechanics, production mechanics and related occupations;total ;5 985  ;4 815  ;6 064  ;1 249;;;;;;;;
Zurich;2014;Precision craftsmen and women, printers and artisans;total ;6 318  ;5 325  ;6 514  ;1 189;;;;;;;;
Zurich;2014;Electricians and electronics technicians;total ;6 040  ;5 525  ;6 050  ; 525;;;;;;;;
Zurich;2014;Food processing, clothing production and related skilled trades;total ;5 402  ;4 302  ;5 690  ;1 388;;;;;;;;
Zurich;2014;Operating plant and machinery and assembly occupations;total ;5 778  ;4 801  ;5 917  ;1 116;;;;;;;;
Zurich;2014;Operating stationary plant and machinery;total ;5 944  ;4 613  ;6 293  ;1 680;;;;;;;;
Zurich;2014;Assembly occupations;total ;5 688  ;4 741  ;5 948  ;1 207;;;;;;;;
Zurich;2014;Driving vehicles and operating mobile equipment;total ;5 778  ;6 417  ;5 766  ;- 651;;;;;;;;
Zurich;2014;Auxiliary workers;total ;4 941  ;4 463  ;5 381  ; 918;;;;;;;;
Zurich;2014;Cleaning staff and unskilled workers;total ;4 343  ;4 261  ;4 615  ; 354;;;;;;;;
Zurich;2014;Auxiliary workers in mining, construction, production of goods and transportation;total ;5 362  ;4 457  ;5 598  ;1 141;;;;;;;;
Zurich;2014;Total ;<= 29;5 187  ;4 970  ;5 366  ; 396;;;;;;;;
Zurich;2014;Executives;<= 29;6 296  ;5 654  ;6 730  ;1 076;;;;;;;;
Zurich;2014;Managing directors, board members, senior administrative staff and legislative bodies;<= 29;8 131  ;7 503  ;8 492  ; 989;;;;;;;;
Zurich;2014;Managers in the commercial sector;<= 29;6 717  ;6 392  ;7 057  ; 665;;;;;;;;
Zurich;2014;Managers in production and specialized services;<= 29;6 581  ;5 714  ;6 619  ; 905;;;;;;;;
Zurich;2014;Managers in hotels, restaurants, retail and other services services;<= 29;4 697  ;4 651  ;4 797  ; 146;;;;;;;;
Zurich;2014;Intellectual and scientific professions;<= 29;6 472  ;6 392  ;6 530  ; 138;;;;;;;;
Zurich;2014;Scientists, mathematicians and engineers;<= 29;5 964  ;5 362  ;6 490  ;1 128;;;;;;;;
Zurich;2014;Specialists in health professions;<= 29;6 518  ;6 501  ;6 610  ; 109;;;;;;;;
Zurich;2014;Teachers;<= 29;6 577  ;6 928  ;6 500  ;- 428;;;;;;;;
Zurich;2014;Business economists and similar specialists;<= 29;5 500  ;5 357  ;5 714  ; 357;;;;;;;;
Zurich;2014;Specialists in information and communication technology;<= 29;7 042  ;6 612  ;7 042  ; 430;;;;;;;;
Zurich;2014;Lawyers, social scientists and cultural professions;<= 29;6 634  ;6 385  ;7 046  ; 661;;;;;;;;
