Year,Region,Industry,Professional Position Category,Gross Pay Total,Gross Pay Women,Gross Pay Men,Gender Pay Gap
,,,,6028,0,5949,5949
2016,East,Manufacturing of Goods,Total ,6096,4990,6390,1400
,,,,6259,5891,6271,380
2016,East,Construction ,Total ,5950,5958,5946,-12
2016,East,SECTOR 3 SERVICES ,Total ,6118,5668,6588,920
2016,East,Wholesale and retail trade,Total ,5388,4789,6038,1249
2016,East,Transportation and storage,Total ,5584,5037,5647,610
2016,East,Hotels and restaurants,Total ,4321,4240,4463,223
2016,East,Information and communication,Total ,7549,6140,8073,1933
2016,East,Financial and insurance services,Total ,7936,6689,9718,3029
2016,East,Professional services,Total ,6923,5988,7707,1719
,,,,5432,4666,5631,965
2016,East,Health and social work,Total ,6400,6125,7307,1182
,,,,5526,5080,5909,829
2016,East,Other service activities,Total ,5674,4960,7424,2464
2016,East,TOTAL,T/U/M Management,8920,7547,9517,1970
,,,,8873,7375,9108,1733
,,,,0,0,0,0
2016,East,Manufacturing of Goods,T/U/M Management,9341,8127,9628,1501
,,,,8462,0,8568,8568
,,,,7951,6695,8106,1411
2016,East,SECTOR 3 SERVICES ,T/U/M Management,8972,7580,9829,2249
2016,East,Wholesale and retail trade,T/U/M Management,7936,6545,8845,2300
,,,,8330,0,8482,8482
,,,,5863,5501,6065,564
,,,,10705,9040,10779,1739
,,,,14055,11264,14320,3056
2016,East,Professional services,T/U/M Management,9722,7688,10176,2488
,,,,7423,6652,7484,832
2016,East,Health and social work,T/U/M Management,8913,7969,10625,2656
,,,,7543,0,8000,8000
,,,,8000,6824,8842,2018
2016,East,TOTAL,Lower management,7413,6665,7722,1057
2016,East,SECTOR 2 PRODUCTION,Lower management,7362,6655,7482,827
,,,,0,0,0,0
2016,East,Manufacturing of Goods,Lower management,7553,6511,7791,1280
,,,,0,0,0,0
,,,,7005,7005,7019,14
2016,East,SECTOR 3 SERVICES ,Lower management,7463,6683,8054,1371
,,,,6869,5497,7529,2032
,,,,7418,6765,7599,834
,,,,4796,4679,5158,479
,,,,8404,0,8768,8768
2016,East,Financial and insurance services,Lower management,10493,9123,10811,1688
,,,,7441,6320,8137,1817
,,,,6218,0,6358,6358
2016,East,Health and social work,Lower management,7173,6771,7831,1060
,,,,5673,0,0,0
,,,,7424,6265,7970,1705
2016,East,TOTAL,Lowest management,6364,5720,6672,952
2016,East,SECTOR 2 PRODUCTION,Lowest management,6469,5562,6570,1008
,,,,0,0,0,0
2016,East,Manufacturing of Goods,Lowest management,6452,5337,6626,1289
,,,,7231,0,7243,7243
2016,East,Construction ,Lowest management,6445,6445,6424,-21
2016,East,SECTOR 3 SERVICES ,Lowest management,6278,5740,6798,1058
,,,,5673,4987,6305,1318
,,,,6524,5614,6785,1171
,,,,4775,0,4971,4971
,,,,8252,0,9116,9116
2016,East,Financial and insurance services,Lowest management,8620,7936,9153,1217
,,,,6673,5725,7808,2083
,,,,5564,0,5564,5564
2016,East,Health and social work,Lowest management,5896,5756,6559,803
,,,,0,0,0,0
,,,,6000,5158,0,-5158
2016,East,TOTAL,No management,5657,5202,5848,646
2016,East,SECTOR 2 PRODUCTION,No management,5714,4893,5875,982
,,,,5814,0,5695,5695
2016,East,Manufacturing of Goods,No management,5732,4816,5994,1178
,,,,5732,5286,5736,450
2016,East,Construction ,No management,5636,5416,5653,237
2016,East,SECTOR 3 SERVICES ,No management,5587,5337,5791,454
2016,East,Wholesale and retail trade,No management,4984,4651,5475,824
2016,East,Transportation and storage,No management,5423,4915,5506,591
2016,East,Hotels and restaurants,No management,4105,4091,4147,56
2016,East,Information and communication,No management,6823,5730,7333,1603
2016,East,Financial and insurance services,No management,6430,6257,6808,551
2016,East,Professional services,No management,5999,5708,6247,539
,,,,5145,4515,5409,894
2016,East,Health and social work,No management,6002,5888,6548,660
,,,,4926,4834,5163,329
,,,,4802,4423,5677,1254
2014,East,TOTAL,Total ,6027,5385,6343,958
2014,East,SECTOR 2 PRODUCTION,Total ,5963,4890,6175,1285
,,,,6163,0,6205,6205
2014,East,Manufacturing of Goods,Total ,5957,4797,6297,1500
2014,East,Waste disposal,Total ,5934,5424,6015,591
2014,East,Construction ,Total ,5913,5471,5947,476
2014,East,SECTOR 3 SERVICES ,Total ,6099,5571,6633,1062
2014,East,Wholesale and retail trade,Total ,5356,4727,5984,1257
2014,East,Transportation and storage,Total ,5342,4941,5420,479
2014,East,Hotels and restaurants,Total ,4373,4246,4564,318
2014,East,Information and communication,Total ,7366,5889,7789,1900
2014,East,Financial and insurance services,Total ,7757,6367,9579,3212
2014,East,Professional services,Total ,6984,6069,7689,1620
2014,East,Other business services,Total ,5195,4457,5383,926
2014,East,Health and social work,Total ,6231,5958,7230,1272
2014,East,Arts and recreation,Total ,4894,4595,5200,605
2014,East,Other service activities,Total ,5836,4702,7851,3149
2014,East,TOTAL,T/U/M Management,8653,7222,9221,1999
2014,East,SECTOR 2 PRODUCTION,T/U/M Management,8546,6872,8771,1899
,,,,0,0,0,0
,,,,8929,7016,9286,2270
,,,,8727,0,8727,8727
,,,,7965,0,8125,8125
2014,East,SECTOR 3 SERVICES ,T/U/M Management,8670,7294,9466,2172
,,,,7170,5555,7715,2160
,,,,7647,0,7884,7884
,,,,5609,5123,6087,964
,,,,10266,0,10317,10317
2014,East,Financial and insurance services,T/U/M Management,14181,11770,14411,2641
,,,,9773,8157,10246,2089
,,,,7843,0,7843,7843
2014,East,Health and social work,T/U/M Management,9276,8163,10874,2711
,,,,6588,0,6900,6900
,,,,9113,6935,9284,2349
2014,East,TOTAL,Lower management,7333,6756,7683,927
2014,East,SECTOR 2 PRODUCTION,Lower management,7222,6449,7356,907
,,,,0,0,0,0
2014,East,Manufacturing of Goods,Lower management,7504,6252,7768,1516
,,,,6421,0,6421,6421
2014,East,Construction ,Lower management,6826,7506,6787,-719
2014,East,SECTOR 3 SERVICES ,Lower management,7420,6857,7979,1122
,,,,7060,5698,7712,2014
,,,,7260,0,7260,7260
2014,East,Hotels and restaurants,Lower management,5021,4853,5055,202
,,,,8017,0,8537,8537
2014,East,Financial and insurance services,Lower management,9915,8353,10397,2044
2014,East,Professional services,Lower management,7451,6876,7976,1100
,,,,6330,0,0,0
2014,East,Health and social work,Lower management,7349,7086,7849,763
,,,,0,0,0,0
,,,,7326,6975,7930,955
2014,East,TOTAL,Lowest management,6200,5713,6442,729
2014,East,SECTOR 2 PRODUCTION,Lowest management,6310,5414,6408,994
,,,,0,0,0,0
2014,East,Manufacturing of Goods,Lowest management,6310,5200,6516,1316
,,,,0,0,0,0
2014,East,Construction ,Lowest management,6255,5810,6278,468
2014,East,SECTOR 3 SERVICES ,Lowest management,6114,5758,6500,742
,,,,5643,5027,6017,990
,,,,6190,0,6339,6339
,,,,4643,0,4643,4643
,,,,7700,0,8044,8044
2014,East,Financial and insurance services,Lowest management,8489,7538,9194,1656
,,,,6553,6261,6717,456
,,,,5159,0,5195,5195
2014,East,Health and social work,Lowest management,5963,5829,6190,361
,,,,0,0,0,0
,,,,5608,4952,0,-4952
2014,East,TOTAL,No management,5537,5065,5776,711
2014,East,SECTOR 2 PRODUCTION,No management,5583,4666,5778,1112
,,,,5940,0,5960,5960
2014,East,Manufacturing of Goods,No management,5574,4632,5889,1257
,,,,5606,0,5637,5637
,,,,5559,5158,5581,423
2014,East,SECTOR 3 SERVICES ,No management,5487,5221,5761,540
2014,East,Wholesale and retail trade,No management,4974,4620,5494,874
2014,East,Transportation and storage,No management,5101,4754,5191,437
2014,East,Hotels and restaurants,No management,4040,4038,4040,2
2014,East,Information and communication,No management,6704,5889,7094,1205
2014,East,Financial and insurance services,No management,6264,5957,6929,972
2014,East,Professional services,No management,5933,5620,6174,554
2014,East,Other business services,No management,4965,4225,5198,973
2014,East,Health and social work,No management,5761,5662,6192,530
2014,East,Arts and recreation,No management,4523,4386,4758,372
,,,,4562,4173,6118,1945
2012,East,TOTAL,Total ,5933,5151,6307,1156
2012,East,SECTOR 2 PRODUCTION,Total ,5974,4888,6165,1277
,,,,6095,0,6124,6124
2012,East,Manufacturing of Goods,Total ,5965,4803,6271,1468
,,,,6074,5040,6268,1228
2012,East,Construction ,Total ,5950,5335,5992,657
2012,East,SECTOR 3 SERVICES ,Total ,5882,5236,6569,1333
2012,East,Wholesale and retail trade,Total ,5142,4439,5841,1402
2012,East,Transportation and storage,Total ,5357,5062,5417,355
2012,East,Hotels and restaurants,Total ,4143,4022,4381,359
2012,East,Information and communication,Total ,7137,5783,7736,1953
2012,East,Financial and insurance services,Total ,7764,6230,9650,3420
2012,East,Professional services,Total ,6912,5714,7833,2119
2012,East,Other business services,Total ,5480,4832,5716,884
2012,East,Health and social work,Total ,6049,5658,7175,1517
,,,,4653,4470,4723,253
,,,,6162,4715,8037,3322
2012,East,TOTAL,T/U/M Management,8730,6781,9394,2613
,,,,8969,6972,9123,2151
,,,,0,0,0,0
,,,,9255,7723,9512,1789
,,,,8793,0,9052,9052
,,,,8250,5198,8439,3241
2012,East,SECTOR 3 SERVICES ,T/U/M Management,8589,6720,9612,2892
,,,,6912,5376,8000,2624
,,,,7449,0,7656,7656
2012,East,Hotels and restaurants,T/U/M Management,5159,4665,5778,1113
,,,,10279,7858,10786,2928
,,,,14113,9450,14452,5002
,,,,9664,7833,10105,2272
,,,,7333,6400,7729,1329
2012,East,Health and social work,T/U/M Management,9059,7825,10460,2635
,,,,6882,0,7222,7222
,,,,8851,7343,9059,1716
2012,East,TOTAL,Lower management,7131,6201,7604,1403
2012,East,SECTOR 2 PRODUCTION,Lower management,7145,6263,7353,1090
,,,,0,0,0,0
2012,East,Manufacturing of Goods,Lower management,7545,6290,7756,1466
,,,,7418,0,7666,7666
,,,,6683,6229,6825,596
2012,East,SECTOR 3 SERVICES ,Lower management,7106,6158,7854,1696
2012,East,Wholesale and retail trade,Lower management,6109,4837,6989,2152
,,,,6286,0,6853,6853
2012,East,Hotels and restaurants,Lower management,5001,4970,5007,37
2012,East,Information and communication,Lower management,7872,6310,8460,2150
2012,East,Financial and insurance services,Lower management,10583,8920,10960,2040
2012,East,Professional services,Lower management,7681,6392,8309,1917
,,,,6018,0,6169,6169
2012,East,Health and social work,Lower management,6908,6478,7587,1109
,,,,5198,0,0,0
,,,,6546,4914,0,-4914
2012,East,TOTAL,Lowest management,6192,5469,6544,1075
2012,East,SECTOR 2 PRODUCTION,Lowest management,6397,5639,6485,846
,,,,0,0,0,0
2012,East,Manufacturing of Goods,Lowest management,6467,5703,6591,888
,,,,0,0,0,0
,,,,6201,4887,6208,1321
2012,East,SECTOR 3 SERVICES ,Lowest management,6065,5455,6707,1252
2012,East,Wholesale and retail trade,Lowest management,5332,4643,5995,1352
,,,,6143,0,6163,6163
2012,East,Hotels and restaurants,Lowest management,4518,4333,4732,399
2012,East,Information and communication,Lowest management,7083,5959,7365,1406
2012,East,Financial and insurance services,Lowest management,8548,7754,9139,1385
,,,,6827,6287,7349,1062
,,,,5077,4325,5822,1497
2012,East,Health and social work,Lowest management,5792,5571,6390,819
,,,,0,0,0,0
,,,,0,0,0,0
2012,East,TOTAL,No management,5469,4895,5750,855
2012,East,SECTOR 2 PRODUCTION,No management,5581,4688,5770,1082
,,,,5943,0,5943,5943
2012,East,Manufacturing of Goods,No management,5559,4619,5839,1220
2012,East,Waste disposal,No management,5542,4854,5571,717
2012,East,Construction ,No management,5596,5240,5628,388
2012,East,SECTOR 3 SERVICES ,No management,5327,4974,5709,735
2012,East,Wholesale and retail trade,No management,4804,4342,5341,999
2012,East,Transportation and storage,No management,5236,4952,5262,310
2012,East,Hotels and restaurants,No management,3919,3865,4012,147
2012,East,Information and communication,No management,6456,5537,6947,1410
2012,East,Financial and insurance services,No management,6175,5802,6810,1008
2012,East,Professional services,No management,6016,5418,6558,1140
,,,,5153,4530,5330,800
2012,East,Health and social work,No management,5554,5400,6297,897
,,,,4220,4235,4092,-143
,,,,5507,4415,7321,2906
2020,Ticino,TOTAL,Total ,5546,5176,5738,562
2020,Ticino,SECTOR 2 PRODUCTION,Total ,5216,3737,5511,1774
,,,,6131,0,6118,6118
2020,Ticino,Manufacturing of Goods,Total ,4416,3574,4831,1257
,,,,4825,0,4825,4825
2020,Ticino,Construction ,Total ,5843,5472,5863,391
2020,Ticino,SECTOR 3 SERVICES ,Total ,5695,5462,5917,455
2020,Ticino,Wholesale and retail trade,Total ,5000,4745,5216,471
2020,Ticino,Transportation and storage,Total ,4778,4285,4872,587
2020,Ticino,Hotels and restaurants,Total ,3948,3825,4028,203
2020,Ticino,Information and communication,Total ,6074,5162,6426,1264
2020,Ticino,Financial and insurance services,Total ,8390,6615,10350,3735
2020,Ticino,Professional services,Total ,5978,5158,6661,1503
2020,Ticino,Other business services,Total ,4894,3965,5222,1257
2020,Ticino,Health and social work,Total ,6097,5881,6646,765
2020,Ticino,Arts and recreation,Total ,5298,4839,5380,541
2020,Ticino,Other service activities,Total ,4807,4159,5375,1216
2020,Ticino,TOTAL,T/U/M Management,8537,6932,9081,2149
2020,Ticino,SECTOR 2 PRODUCTION,T/U/M Management,7231,5896,7446,1550
,,,,0,0,0,0
2020,Ticino,Manufacturing of Goods,T/U/M Management,8503,6640,9191,2551
,,,,0,0,0,0
,,,,6028,0,6169,6169
2020,Ticino,SECTOR 3 SERVICES ,T/U/M Management,9027,7247,9948,2701
2020,Ticino,Wholesale and retail trade,T/U/M Management,7450,5858,8228,2370
,,,,7230,0,7230,7230
,,,,4240,0,4223,4223
,,,,8995,0,9412,9412
2020,Ticino,Financial and insurance services,T/U/M Management,13750,11506,14152,2646
2020,Ticino,Professional services,T/U/M Management,9846,7849,10287,2438
2020,Ticino,Other business services,T/U/M Management,6783,5555,7221,1666
2020,Ticino,Health and social work,T/U/M Management,9091,7937,11096,3159
,,,,6190,0,6188,6188
2020,Ticino,Other service activities,T/U/M Management,6814,5372,7765,2393
2020,Ticino,TOTAL,Lower management,7056,6381,7496,1115
2020,Ticino,SECTOR 2 PRODUCTION,Lower management,7152,5907,7498,1591
,,,,0,0,0,0
2020,Ticino,Manufacturing of Goods,Lower management,6824,5899,7099,1200
,,,,0,0,0,0
,,,,6853,0,7392,7392
2020,Ticino,SECTOR 3 SERVICES ,Lower management,7042,6471,7496,1025
2020,Ticino,Wholesale and retail trade,Lower management,6519,6478,6741,263
,,,,5091,0,5739,5739
,,,,3981,0,0,0
,,,,5835,0,6664,6664
2020,Ticino,Financial and insurance services,Lower management,9566,8615,10000,1385
2020,Ticino,Professional services,Lower management,6705,6190,7101,911
,,,,5768,0,5794,5794
2020,Ticino,Health and social work,Lower management,6248,6216,6873,657
,,,,6155,0,0,0
,,,,6482,6015,0,-6015
2020,Ticino,TOTAL,Lowest management,5942,5675,6090,415
2020,Ticino,SECTOR 2 PRODUCTION,Lowest management,5861,5132,5968,836
,,,,0,0,0,0
2020,Ticino,Manufacturing of Goods,Lowest management,5190,4761,5327,566
,,,,0,0,0,0
,,,,6157,0,6141,6141
2020,Ticino,SECTOR 3 SERVICES ,Lowest management,5970,5725,6211,486
2020,Ticino,Wholesale and retail trade,Lowest management,5522,5279,5738,459
,,,,4745,0,4794,4794
,,,,4285,0,4382,4382
,,,,6349,0,6535,6535
2020,Ticino,Financial and insurance services,Lowest management,7459,6657,8046,1389
2020,Ticino,Professional services,Lowest management,5968,5423,6410,987
2020,Ticino,Other business services,Lowest management,5416,4595,5892,1297
2020,Ticino,Health and social work,Lowest management,6573,6357,7141,784
,,,,5975,0,5987,5987
2020,Ticino,Other service activities,Lowest management,4921,4114,5789,1675
2020,Ticino,TOTAL,No management,5137,4919,5273,354
2020,Ticino,SECTOR 2 PRODUCTION,No management,4726,3521,5128,1607
,,,,5890,0,5890,5890
2020,Ticino,Manufacturing of Goods,No management,4063,3444,4449,1005
,,,,4576,0,4489,4489
2020,Ticino,Construction ,No management,5639,4603,5672,1069
2020,Ticino,SECTOR 3 SERVICES ,No management,5320,5252,5368,116
2020,Ticino,Wholesale and retail trade,No management,4659,4561,4769,208
2020,Ticino,Transportation and storage,No management,4474,4049,4634,585
2020,Ticino,Hotels and restaurants,No management,3859,3766,3921,155
2020,Ticino,Information and communication,No management,5498,4863,5739,876
2020,Ticino,Financial and insurance services,No management,6017,5775,6576,801
2020,Ticino,Professional services,No management,5054,4689,5524,835
2020,Ticino,Other business services,No management,4755,3791,5070,1279
2020,Ticino,Health and social work,No management,5850,5764,6139,375
2020,Ticino,Arts and recreation,No management,4916,4573,5164,591
2020,Ticino,Other service activities,No management,4252,3862,4806,944
2018,Ticino,TOTAL,Total ,5363,4836,5617,781
2018,Ticino,SECTOR 2 PRODUCTION,Total ,5230,3693,5535,1842
,,,,0,0,0,0
2018,Ticino,Manufacturing of Goods,Total ,4494,3541,4977,1436
,,,,4715,0,4715,4715
2018,Ticino,Construction ,Total ,5956,5830,5956,126
2018,Ticino,SECTOR 3 SERVICES ,Total ,5420,5120,5696,576
2018,Ticino,Wholesale and retail trade,Total ,4957,4625,5262,637
2018,Ticino,Transportation and storage,Total ,4940,4333,5122,789
2018,Ticino,Hotels and restaurants,Total ,4024,3816,4182,366
2018,Ticino,Information and communication,Total ,6300,4883,6807,1924
2018,Ticino,Financial and insurance services,Total ,7569,6124,9136,3012
2018,Ticino,Professional services,Total ,5864,5159,6526,1367
2018,Ticino,Other business services,Total ,4812,4236,4889,653
2018,Ticino,Health and social work,Total ,5945,5687,6695,1008
2018,Ticino,Arts and recreation,Total ,4826,4570,4996,426
2018,Ticino,Other service activities,Total ,4845,4548,5091,543
2018,Ticino,TOTAL,T/U/M Management,8254,6717,8905,2188
2018,Ticino,SECTOR 2 PRODUCTION,T/U/M Management,7982,7362,8016,654
,,,,0,0,0,0
2018,Ticino,Manufacturing of Goods,T/U/M Management,8287,6693,8645,1952
,,,,0,0,0,0
,,,,7675,0,7908,7908
2018,Ticino,SECTOR 3 SERVICES ,T/U/M Management,8558,6525,9595,3070
2018,Ticino,Wholesale and retail trade,T/U/M Management,8422,6626,8941,2315
,,,,7138,0,7292,7292
2018,Ticino,Hotels and restaurants,T/U/M Management,5196,4439,5473,1034
,,,,9726,0,10397,10397
2018,Ticino,Financial and insurance services,T/U/M Management,14020,11966,14367,2401
2018,Ticino,Professional services,T/U/M Management,9143,6717,9750,3033
2018,Ticino,Other business services,T/U/M Management,6882,6424,7231,807
2018,Ticino,Health and social work,T/U/M Management,8587,6058,11139,5081
,,,,5833,0,5833,5833
2018,Ticino,Other service activities,T/U/M Management,6449,6163,7486,1323
2018,Ticino,TOTAL,Lower management,6338,5883,6389,506
2018,Ticino,SECTOR 2 PRODUCTION,Lower management,5691,5349,5691,342
,,,,0,0,0,0
2018,Ticino,Manufacturing of Goods,Lower management,6258,5635,6431,796
,,,,0,0,0,0
,,,,5611,0,5611,5611
2018,Ticino,SECTOR 3 SERVICES ,Lower management,6567,6025,7061,1036
2018,Ticino,Wholesale and retail trade,Lower management,5812,5684,6109,425
,,,,0,0,0,0
,,,,4502,0,4643,4643
,,,,7933,0,8631,8631
2018,Ticino,Financial and insurance services,Lower management,8566,7917,9088,1171
2018,Ticino,Professional services,Lower management,6329,5811,6965,1154
,,,,6519,0,0,0
2018,Ticino,Health and social work,Lower management,6590,6224,6970,746
,,,,5417,0,0,0
,,,,5625,0,0,0
2018,Ticino,TOTAL,Lowest management,5813,5443,6016,573
2018,Ticino,SECTOR 2 PRODUCTION,Lowest management,5808,4658,6045,1387
,,,,0,0,0,0
2018,Ticino,Manufacturing of Goods,Lowest management,5280,4503,5500,997
,,,,0,0,0,0
,,,,6338,0,6370,6370
2018,Ticino,SECTOR 3 SERVICES ,Lowest management,5827,5642,6000,358
2018,Ticino,Wholesale and retail trade,Lowest management,5147,5059,5231,172
,,,,5195,0,5599,5599
,,,,4235,0,4318,4318
,,,,6223,0,6277,6277
2018,Ticino,Financial and insurance services,Lowest management,7302,6667,8028,1361
2018,Ticino,Professional services,Lowest management,6000,5516,6351,835
2018,Ticino,Other business services,Lowest management,5092,5061,5137,76
2018,Ticino,Health and social work,Lowest management,7152,6778,7938,1160
2018,Ticino,Arts and recreation,Lowest management,5387,5387,5419,32
,,,,4704,4333,0,-4333
2018,Ticino,TOTAL,No management,4852,4473,5094,621
2018,Ticino,SECTOR 2 PRODUCTION,No management,4611,3476,5146,1670
,,,,0,0,0,0
2018,Ticino,Manufacturing of Goods,No management,4060,3398,4566,1168
,,,,4318,0,4262,4262
2018,Ticino,Construction ,No management,5620,4507,5672,1165
2018,Ticino,SECTOR 3 SERVICES ,No management,4950,4848,5033,185
2018,Ticino,Wholesale and retail trade,No management,4567,4346,4762,416
2018,Ticino,Transportation and storage,No management,4415,3812,4550,738
2018,Ticino,Hotels and restaurants,No management,3853,3766,3942,176
2018,Ticino,Information and communication,No management,5591,4594,6018,1424
2018,Ticino,Financial and insurance services,No management,5946,5600,6351,751
2018,Ticino,Professional services,No management,5040,4658,5415,757
2018,Ticino,Other business services,No management,4454,3695,4633,938
2018,Ticino,Health and social work,No management,5674,5608,6018,410
2018,Ticino,Arts and recreation,No management,4334,4333,4483,150
2018,Ticino,Other service activities,No management,4251,4091,4507,416
2016,Ticino,TOTAL,Total ,5563,5119,5810,691
2016,Ticino,SECTOR 2 PRODUCTION,Total ,5305,3791,5550,1759
,,,,5871,0,5871,5871
2016,Ticino,Manufacturing of Goods,Total ,4586,3612,5009,1397
,,,,5686,6336,5364,-972
,,,,5827,5467,5841,374
2016,Ticino,SECTOR 3 SERVICES ,Total ,5726,5400,6072,672
2016,Ticino,Wholesale and retail trade,Total ,5012,4588,5337,749
2016,Ticino,Transportation and storage,Total ,5035,4500,5175,675
2016,Ticino,Hotels and restaurants,Total ,4110,3931,4230,299
2016,Ticino,Information and communication,Total ,5503,4739,5813,1074
2016,Ticino,Financial and insurance services,Total ,8050,6530,9468,2938
2016,Ticino,Professional services,Total ,6174,5523,6891,1368
,,,,4281,3537,4614,1077
2016,Ticino,Health and social work,Total ,6134,5879,6889,1010
2016,Ticino,Arts and recreation,Total ,5651,5515,5750,235
,,,,4549,3829,5199,1370
2016,Ticino,TOTAL,T/U/M Management,8558,7012,9212,2200
2016,Ticino,SECTOR 2 PRODUCTION,T/U/M Management,8252,6932,8519,1587
,,,,0,0,0,0
2016,Ticino,Manufacturing of Goods,T/U/M Management,8300,7040,8487,1447
,,,,0,0,0,0
,,,,7750,0,8252,8252
2016,Ticino,SECTOR 3 SERVICES ,T/U/M Management,8664,7059,9630,2571
,,,,8141,6941,9174,2233
,,,,7396,0,7635,7635
,,,,4852,4653,5363,710
,,,,8506,0,8622,8622
2016,Ticino,Financial and insurance services,T/U/M Management,15567,12040,16353,4313
,,,,10171,7150,11007,3857
,,,,6448,0,6271,6271
,,,,8879,7081,11303,4222
,,,,7432,0,8595,8595
,,,,5918,0,6476,6476
2016,Ticino,TOTAL,Lower management,6793,6710,6810,100
2016,Ticino,SECTOR 2 PRODUCTION,Lower management,6031,6022,6031,9
,,,,0,0,0,0
2016,Ticino,Manufacturing of Goods,Lower management,6255,5543,6447,904
,,,,0,0,0,0
,,,,5920,0,5820,5820
2016,Ticino,SECTOR 3 SERVICES ,Lower management,6949,6783,7256,473
,,,,6262,6426,6253,-173
,,,,4567,0,4835,4835
,,,,4853,0,0,0
,,,,6689,0,6793,6793
2016,Ticino,Financial and insurance services,Lower management,9738,8649,9986,1337
,,,,6497,5869,6820,951
,,,,0,0,0,0
,,,,7103,7051,7242,191
,,,,6840,0,0,0
,,,,5616,5091,0,-5091
2016,Ticino,TOTAL,Lowest management,5921,5493,6090,597
2016,Ticino,SECTOR 2 PRODUCTION,Lowest management,5878,4820,6013,1193
,,,,0,0,0,0
2016,Ticino,Manufacturing of Goods,Lowest management,5202,4611,5349,738
,,,,0,0,0,0
,,,,6256,0,6256,6256
2016,Ticino,SECTOR 3 SERVICES ,Lowest management,5952,5693,6138,445
2016,Ticino,Wholesale and retail trade,Lowest management,5007,4741,5390,649
,,,,5620,0,0,0
,,,,4698,0,5003,5003
,,,,6011,0,6297,6297
2016,Ticino,Financial and insurance services,Lowest management,7499,7062,7919,857
,,,,6362,5509,6939,1430
,,,,5198,0,0,0
2016,Ticino,Health and social work,Lowest management,7148,6761,7768,1007
2016,Ticino,Arts and recreation,Lowest management,5928,5922,6015,93
,,,,3948,0,0,0
2016,Ticino,TOTAL,No management,5067,4737,5253,516
2016,Ticino,SECTOR 2 PRODUCTION,No management,4881,3592,5218,1626
,,,,5759,0,5776,5776
2016,Ticino,Manufacturing of Goods,No management,4179,3466,4613,1147
,,,,5439,0,5338,5338
,,,,5538,5177,5573,396
2016,Ticino,SECTOR 3 SERVICES ,No management,5176,5049,5283,234
2016,Ticino,Wholesale and retail trade,No management,4459,4324,4632,308
,,,,4736,4353,4871,518
2016,Ticino,Hotels and restaurants,No management,3902,3761,3940,179
,,,,4721,4139,4833,694
2016,Ticino,Financial and insurance services,No management,6184,6030,6548,518
,,,,5307,4874,5528,654
,,,,4031,3403,4535,1132
2016,Ticino,Health and social work,No management,5768,5657,6186,529
2016,Ticino,Arts and recreation,No management,5222,4941,5328,387
2016,Ticino,Other service activities,No management,4095,3600,4960,1360
2014,Ticino,TOTAL,Total ,5485,5101,5705,604
2014,Ticino,SECTOR 2 PRODUCTION,Total ,5258,3746,5477,1731
,,,,5856,0,5856,5856
2014,Ticino,Manufacturing of Goods,Total ,4504,3584,5041,1457
,,,,5328,0,5296,5296
,,,,5521,5095,5547,452
2014,Ticino,SECTOR 3 SERVICES ,Total ,5643,5385,5956,571
2014,Ticino,Wholesale and retail trade,Total ,4860,4405,5238,833
,,,,4775,4111,5040,929
2014,Ticino,Hotels and restaurants,Total ,3895,3834,3895,61
2014,Ticino,Information and communication,Total ,5510,4841,5862,1021
2014,Ticino,Financial and insurance services,Total ,7819,6470,9273,2803
2014,Ticino,Professional services,Total ,5624,4994,6345,1351
2014,Ticino,Other business services,Total ,4435,3518,4716,1198
2014,Ticino,Health and social work,Total ,6102,5873,6872,999
2014,Ticino,Arts and recreation,Total ,5259,4906,5503,597
2014,Ticino,Other service activities,Total ,4500,4130,4762,632
2014,Ticino,TOTAL,T/U/M Management,8666,7166,9102,1936
2014,Ticino,SECTOR 2 PRODUCTION,T/U/M Management,7746,7222,7933,711
,,,,0,0,0,0
2014,Ticino,Manufacturing of Goods,T/U/M Management,7619,6707,7842,1135
,,,,0,0,0,0
,,,,7611,0,7611,7611
2014,Ticino,SECTOR 3 SERVICES ,T/U/M Management,9089,7066,10007,2941
,,,,7584,6649,8157,1508
,,,,6750,0,6663,6663
,,,,5619,0,5534,5534
,,,,8178,0,8353,8353
,,,,14921,11666,15570,3904
,,,,9828,7672,10317,2645
,,,,6934,0,7571,7571
,,,,9631,8449,11349,2900
,,,,7155,0,0,0
,,,,6116,5557,6702,1145
2014,Ticino,TOTAL,Lower management,6400,5912,6977,1065
,,,,6333,5469,6540,1071
,,,,0,0,0,0
,,,,6089,5645,6177,532
,,,,0,0,0,0
,,,,6045,0,6087,6087
2014,Ticino,SECTOR 3 SERVICES ,Lower management,6431,5981,7250,1269
,,,,5357,5011,5506,495
,,,,0,0,0,0
,,,,4476,0,0,0
,,,,6270,0,6270,6270
2014,Ticino,Financial and insurance services,Lower management,9406,8228,9683,1455
,,,,6201,6062,6729,667
,,,,5007,0,0,0
2014,Ticino,Health and social work,Lower management,6587,6261,7731,1470
,,,,6292,0,0,0
,,,,5710,5266,0,-5266
2014,Ticino,TOTAL,Lowest management,5707,5302,5850,548
2014,Ticino,SECTOR 2 PRODUCTION,Lowest management,5807,4952,5893,941
,,,,0,0,0,0
2014,Ticino,Manufacturing of Goods,Lowest management,5389,4692,5550,858
,,,,0,0,0,0
,,,,5932,0,5940,5940
2014,Ticino,SECTOR 3 SERVICES ,Lowest management,5578,5389,5792,403
